,DataID,FEIN,EntityName,DateOfOrganization,ActiveFlag,CleanName,CoreName,Date,bostonFlag
1080294,007jsc,001032250,PARSONS-GREEN LLC,07/13/2010,Y,PARSONS GREEN LLC,PARSONS GREEN,2010-07-13,False
151561,002g9n,043162956,PARROT LIMITED,07/20/1992,N,PARROT LIMITED,PARROT,1992-07-20,False
1229415,00mcwy,001122556,"PARMENTER-ENDICOTT, LLC",12/06/2013,Y,PARMENTER ENDICOTT LLC,PARMENTER ENDICOTT,2013-12-06,False
22528,00eik9,L89321741,PARMELEE COURT LIMITED PARTNERSHIP,12/29/1989,N,PARMELEE COURT LIMITED,PARMELEE COURT,1989-12-29,False
630167,0033xe,271632866,"PARKVIEW HOUSING, LLC",12/10/2009,Y,PARKVIEW HOUSING LLC,PARKVIEW HOUSING,2009-12-10,False
61422,00e5iv,043405785,PARKVIEW PROPERTIES LLC,04/02/1996,Y,PARKVIEW PROPERTIES LLC,PARKVIEW,1996-04-02,False
815241,00ilnc,000938108,PARKTON ROAD LLC,11/22/2006,Y,PARKTON RD LLC,PARKTON RD,2006-11-22,False
744875,002ylm,203144145,PARKSIDE TOWER LLC,07/20/2005,Y,PARKSIDE TOWER LLC,PARKSIDE TOWER,2005-07-20,False
1186774,00mby4,001121713,"PARKSIDE LANDING MAVERICK, LLC",11/25/2013,Y,PARKSIDE LANDING MAVERICK LLC,PARKSIDE LANDING MAVERICK,2013-11-25,False
1080124,00l080,455292518,"PARKSIDE SQUARE, LLC",05/16/2012,Y,PARKSIDE SQUARE LLC,PARKSIDE,2012-05-16,False
564791,00ik6z,042385542,PARKLAKE REALTY CORP.,01/03/1966,Y,PARKLAKE REALTY CORPORATION,PARKLAKE,1966-01-03,False
1043490,00hvk8,001040580,"PARKER TREMONT, LLC",11/21/2010,N,PARKER TREMONT LLC,PARKER TREMONT,2010-11-21,False
770156,0068kh,272480510,"PARKER-M, LLC",02/21/2006,Y,PARKER M LLC,PARKER M,2006-02-21,False
1246496,00naq7,001151871,PARKER HILLSIDE LLC,11/12/2014,Y,PARKER HILLSIDE LLC,PARKER HILLSIDE,2014-11-12,False
770093,009dgq,204752588,"PARKER FAMILY, LLC",02/17/2006,Y,PARKER FAMILY LLC,PARKER FAMILY,2006-02-17,False
483507,0068qx,042919412,PARKER DEVELOPMENT CORP.,05/30/1986,Y,PARKER DEVELOPMENT CORPORATION,PARKER,1986-05-30,False
1147249,00lwe0,001108359,"PARK SLOPE HOLDINGS, LLC",05/30/2013,N,PARK SLOPE HOLDINGS LLC,PARK SLOPE,2013-05-30,False
533537,00gcrz,043237233,"PARK DRIVE, INC.",06/13/1994,Y,PARK DRIVE INC,PARK DRIVE,1994-06-13,False
57643,00e4un,043410751,PARK 231-235 ASSOCIATES LLC,12/11/1997,Y,PARK 231 235 ASSOCIATION LLC,PARK 231 235,1997-12-11,False
693783,00lhry,461653127,UNION PARK ASSOCIATES LLC,12/21/2012,Y,UNION PARK ASSOCIATION LLC,PARK,2012-12-21,False
1122557,00mqqg,465477023,UNION PARK LLC,04-24-2014,N,UNION PARK LLC,PARK,2014-04-24,False
38299,00dc8m,000601642,PARIS STREET LLC,01/06/1998,Y,PARIS ST LLC,PARIS ST,1998-01-06,False
651856,00bsd7,043649795,PARCEL C RENTAL LLC,04/17/2002,Y,PARCEL C RENTAL LLC,PARCEL C,2002-04-17,False
839443,00lo97,001101219,PARCEL 24  NORTH LLC,03/04/2013,N,PARCEL 24 N LLC,PARCEL 24 N,2013-03-04,False
757767,00mdpl,001123277,"PARADISE LANE, LLC",12/16/2013,N,PARADISE LN LLC,PARADISE,2013-12-16,False
925503,00kjzv,001064821,PANGAEA HOLDINGS LIMITED PARTNERSHIP,11/08/2011,Y,PANGAEA HOLDINGS LIMITED,PANGAEA,2011-11-08,False
1135312,00fzh2,262564773,"PAM & STONE, LLC",05/01/2008,Y,PAM AND STONE LLC,PAM AND STONE,2008-05-01,False
529935,00g66t,042695131,"PAL-OIL CO.,INC.",11/16/1978,Y,PAL OIL COMPANY INC,PAL OIL,1978-11-16,False
51232,00dojr,043552529,PAL RE LLC,03/13/2001,Y,PAL REALTY LLC,PAL,2001-03-13,False
359756,009pu4,000426818,"PAC PROPERTIES (LYNN), INC.",04/14/1993,N,PAC PROPERTIES LYNN INC,PAC LYNN,1993-04-14,False
483465,0079y4,043153670,"PAC PROPERTIES, INC.",05/05/1992,Y,PAC PROPERTIES INC,PAC,1992-05-05,False
1133620,00l4zj,460590081,P. COMER LLC,07/17/2012,Y,P COMER LLC,P COMER,2012-07-17,False
932739,00j5v1,000858589,"P & L CAB, INC.",01/14/2004,N,P AND L CAB INC,P AND L CAB,2004-01-14,False
687760,00kr04,001071270,P & B GROUP LLC,02/03/2012,Y,P AND B GROUP LLC,P AND B,2012-02-03,False
61812,00d974,046829312,"P & A, LLC",01/01/1997,Y,P AND A LLC,P AND A,1997-01-01,False
1277201,00l7bm,001085902,"OXFORD PLACE REALTY, LLC",08/16/2012,Y,OXFORD PLACE REALTY LLC,OXFORD PLACE,2012-08-16,False
1213448,006ekn,001056130,OWB REO LLC,06/27/2011,Y,OWB REO LLC,OWB REO,2011-06-27,False
976973,00lulq,001106790,"OUR FAMILY, LLC",05/09/2013,N,OUR FAMILY LLC,OUR FAMILY,2013-05-09,False
799151,0000ll,000964708,"OSWALD PROPERTIES, LLC",11/15/2007,N,OSWALD PROPERTIES LLC,OSWALD,2007-11-15,False
1048919,00lvin,001107594,OSHUN INVESTMENTS LLC,05/20/2013,Y,OSHUN INVESTMENTS LLC,OSHUN,2013-05-20,False
688526,001hp2,203251444,"ORMOND REALTY COMPANY, LLC",05/06/2004,Y,ORMOND REALTY COMPANY LLC,ORMOND,2004-05-06,False
1271367,00ld41,001091118,"ORLEANS, LLC",10/30/2012,N,ORLEANS LLC,ORLEANS,2012-10-30,False
691115,007lyc,731705683,"ORKNEY ROAD, LLC",05/24/2004,Y,ORKNEY RD LLC,ORKNEY RD,2004-05-24,False
50568,00dvte,043339497,ORKNEY COMPANY LLC,01/23/1996,Y,ORKNEY COMPANY LLC,ORKNEY,1996-01-23,False
495370,009oh1,043250919,"ORIKA 121, INC.",09/16/1994,Y,ORIKA 121 INC,ORIKA 121,1994-09-16,False
868588,006mue,001002013,"ORIGEN PROPERTY INVESTMENTS II, LLC",05/07/2009,N,ORIGEN PROPERTIES INVESTMENTS II LLC,ORIGEN II,2009-05-07,False
987389,00rcca,001326722,"ORIGEN HOLDINGS, INC.",05/09/2018,Y,ORIGEN HOLDINGS INC,ORIGEN,2018-05-09,False
47908,00dpqy,043522647,"ORANMORE ENTERPRISES, LLC",07/07/2000,Y,ORANMORE ENTERPRISES LLC,ORANMORE ENTERPRISES,2000-07-07,False
1131057,00o8ye,001193987,ORANGE STREET LLC,10/19/2015,Y,ORANGE ST LLC,ORANGE ST,2015-10-19,False
15422,00evrf,L97573672,THE ORANGE B. GRAY FAMILY LIMITED PARTNERSHIP,04-24-1997,Y,ORANGE B GRAY FAMILY LIMITED,ORANGE B GRAY FAMILY,1997-04-24,False
683861,0057kk,453187278,ONDO GROVE STREET LLC,09/08/2011,Y,ONDO GROVE ST LLC,ONDO GROVE ST,2011-09-08,False
55546,00dygp,043464360,"ON-CALL MANAGEMENT, LLC",07/15/1998,Y,ON CALL MANAGEMENT LLC,ON CALL,1998-07-15,False
1061996,00qsu0,001306385,OLSON PROPERTIES LLC,01/05/2018,Y,OLSON PROPERTIES LLC,OLSON,2018-01-05,False
816223,00gl80,273901485,OLMSTED GREEN RENTAL III LLC,09/23/2009,Y,OLMSTED GREEN RENTAL III LLC,OLMSTED GREEN III,2009-09-23,False
956009,005jqw,000984214,OLMSTED GREEN RENTAL II LLC,08/13/2008,N,OLMSTED GREEN RENTAL II LLC,OLMSTED GREEN II,2008-08-13,False
954503,00hyno,300448844,OLIVIA LLC,11/08/2007,Y,OLIVIA LLC,OLIVIA,2007-11-08,False
16676,00euc2,L96524023,OLIVER REALTY LIMITED PARTNERSHIP,01/12/1996,N,OLIVER REALTY LIMITED,OLIVER,1996-01-12,False
1098658,00h11v,001054713,OLIBEN LLC,06/07/2011,Y,OLIBEN LLC,OLIBEN,2011-06-07,False
952484,007msq,262945397,OLD BROWNSTONES LLC,07/09/2008,Y,OLD BROWNSTONES LLC,OLD BROWNSTONES,2008-07-09,False
881317,00mug3,465755757,OGDEN PROPERTY LLC,05/29/2014,Y,OGDEN PROPERTIES LLC,OGDEN,2014-05-29,False
50615,00dw01,043337467,OFFSITE REAL ESTATE LLC,12/04/1996,N,OFFSITE REAL ESTATE LLC,OFFSITE,1996-12-04,False
155127,002jgl,001343492,TRUSTEES OF THE ROXBURY LATIN SCHOOL,01-23-1789,Y,TRUSTEES OF ROXBURY LATIN SCHOOL,OF ROXBURY LATIN SCHOOL,1789-01-23,False
310131,007m2y,042103547,TRUSTEES OF BOSTON UNIVERSITY,05/26/1869,Y,TRUSTEES OF BOSTON UNIVERSITY,OF BOSTON UNIVERSITY,1869-05-26,False
174166,003186,666001573,TRUSTEES OF BOSTON COLLEGE,04/01/1863,Y,TRUSTEES OF BOSTON COLLEGE,OF BOSTON COLLEGE,1863-04-01,False
1254479,00sm2y,001375059,"RESIDENTIAL SERVICES OF BOSTON, INC.",04/02/2019,Y,RESIDENTIAL SERVICES OF BOSTON INC,OF BOSTON,2019-04-02,False
1194982,00o9un,001195146,"OCTAGON INVESTMENTS, LLC",10/28/2015,Y,OCTAGON INVESTMENTS LLC,OCTAGON,2015-10-28,False
62420,00ff0j,043557794,O.C.O. LLC,06/29/1998,N,OCO LLC,OCO,1998-06-29,False
60395,00fjuq,043441141,OCEAN CLIFFS LLC,11/03/1998,Y,OCEAN CLIFFS LLC,OCEAN CLIFFS,1998-11-03,False
1144832,00kihy,001063479,OCEAN CITY DEVELOPMENT LLC,10/21/2011,Y,OCEAN CITY DEVELOPMENT LLC,OCEAN CITY,2011-10-21,False
735275,00jncf,550898167,"OAKWOOD STREET, LLC",05/06/2005,Y,OAKWOOD ST LLC,OAKWOOD ST,2005-05-06,False
1050632,00iueq,001051408,OAKWOOD AVE REALTY LLC,04-22-2011,Y,OAKWOOD AVE REALTY LLC,OAKWOOD AVE,2011-04-22,False
112670,0011if,222513451,"OAK TIN ASSOCIATION, INC.",02/17/1925,N,OAK TIN ASSOCIATION INC,OAK TIN,1925-02-17,False
21207,00ejsy,L91378307,OAK TERRACE LIMITED PARTNERSHIP ,11/27/1991,N,OAK TERRACE LIMITED,OAK TERRACE,1991-11-27,False
1186907,00mc28,001121813,OAK SQUARE MAINSAIL LLC,11/25/2013,Y,OAK SQUARE MAINSAIL LLC,OAK MAINSAIL,2013-11-25,False
1246893,00l6jp,001085206,OAK HILL PARK RANDOLPH LLC,08/08/2012,Y,OAK HILL PARK RANDOLPH LLC,OAK HILL PARK RANDOLPH,2012-08-08,False
634464,006rt8,001041761,OAK HILL PARK LLC,12/10/2010,Y,OAK HILL PARK LLC,OAK HILL PARK,2010-12-10,False
744989,00is27,203227810,OAK HILL PROPERTIES LLC,07/21/2005,Y,OAK HILL PROPERTIES LLC,OAK HILL,2005-07-21,False
1022571,00kwcr,001076006,NUTTY DOUGH LLC,04/02/2012,Y,NUTTY DOUGH LLC,NUTTY DOUGH,2012-04-02,False
1080923,00n3ay,471688523,"NUMBER 30 ACADEMY HILL ROAD, LLC",08/27/2014,Y,NUMBER 30 ACADEMY HILL RD LLC,NUMBER 30 ACADEMY HILL RD,2014-08-27,False
1009224,00n35h,471676267,"NUMBER 28 ACADEMY HILL ROAD, LLC",08/26/2014,Y,NUMBER 28 ACADEMY HILL RD LLC,NUMBER 28 ACADEMY HILL RD,2014-08-26,False
153754,002ems,043131333,"NUEVA VIDA, INC.",06/27/1991,Y,NUEVA VIDA INC,NUEVA VIDA,1991-06-27,False
1034165,00i73s,001012081,NUESTRA QUINCY COMMONS LAND LLC,09/16/2009,Y,NUESTRA QUINCY COMMONS LAND LLC,NUESTRA QUINCY COMMONS LAND,2009-09-16,False
922571,00j0i9,000972807,NUESTRA DALY HOUSE CORPORATION,03/06/2008,Y,NUESTRA DALY HOUSE CORPORATION,NUESTRA DALY HOUSE,2008-03-06,False
161530,002q8h,043088305,NUESTRA BURTON CORPORATION,05/16/1990,N,NUESTRA BURTON CORPORATION,NUESTRA BURTON,1990-05-16,False
1014980,00d1fp,263638703,NSP RESIDENTIAL LLC,10/31/2008,Y,NSP RESIDENTIAL LLC,NSP,2008-10-31,False
1177030,00mzpf,001142258,"NOVO DEVELOPMENT, LLC",07/21/2014,N,NOVO DEVELOPMENT LLC,NOVO,2014-07-21,False
823854,003bxc,001048045,NOTASHUL LLC,03/08/2011,Y,NOTASHUL LLC,NOTASHUL,2011-03-08,False
1204010,00lglq,461543133,NORWOOD TOLMAN LLC,12/12/2012,N,NORWOOD TOLMAN LLC,NORWOOD TOLMAN,2012-12-12,False
29012,00efoi,L86298020,NORWAY HOUSING ASSOCIATES,06/26/1974,Y,NORWAY HOUSING ASSOCIATION,NORWAY HOUSING,1974-06-26,False
492733,009i00,042423252,NORGE REALTY CORP.,03/01/1967,Y,NORGE REALTY CORPORATION,NORGE,1967-03-01,False
29094,00efd8,L86300076,NORFOLK TERRACE LIMITED PARTNERSHIP,01/12/1983,N,NORFOLK TERRACE LIMITED,NORFOLK TERRACE,1983-01-12,False
975872,00fdff,272974932,NORFOLK STREET INVESTMENTS LLC,07/05/2010,Y,NORFOLK ST INVESTMENTS LLC,NORFOLK ST,2010-07-05,False
1023825,00kzq8,455252544,NORFOLK REALTY LLC,05/10/2012,Y,NORFOLK REALTY LLC,NORFOLK,2012-05-10,False
808182,00kepx,000935586,"NORA HOUSE, LLC",10/17/2006,Y,NORA HOUSE LLC,NORA HOUSE,2006-10-17,False
44696,00dpk8,043438570,"NORA, LLC",07/13/2000,Y,NORA LLC,NORA,2000-07-13,False
423492,00cgko,000047730,NOMINEE REALTY CORP.,03/23/1965,N,NOMINEE REALTY CORPORATION,NOMINEE,1965-03-23,False
914198,00n7om,001149137,"NOHA PROPERTIES, LLC",10/09/2014,Y,NOHA PROPERTIES LLC,NOHA,2014-10-09,False
754702,007q92,000907854,NOBILE REALTY LLC,10/19/2005,N,NOBILE REALTY LLC,NOBILE,2005-10-19,False
896724,00n257,001144389,"NO MESTAYKH, LLC",08/14/2014,Y,NO MESTAYKH LLC,NO MESTAYKH,2014-08-14,False
1044170,00lpbi,001102146,NILI SO 1998 LLC,03/14/2013,Y,NILI SO 1998 LLC,NILI SO 1998,2013-03-14,False
889592,002n57,000972180,"NICK REALTY INVESTMENTS, LLC",03/20/2008,N,NICK REALTY INVESTMENTS LLC,NICK,2008-03-20,False
19913,00eqtg,L93432975,N.I.C. LIMITED PARTNERSHIP,06/15/1993,Y,NIC LIMITED,NIC,1993-06-15,False
125822,001l2l,046142561,NI LUN WELFARE ASSOCIATION INC.,11/14/1960,Y,NI LUN WELFARE ASSOCIATION INC,NI LUN WELFARE,1960-11-14,False
796336,00hf3k,205302331,"NGUYEN FAMILY, LLC",08/08/2006,Y,NGUYEN FAMILY LLC,NGUYEN FAMILY,2006-08-08,False
592562,00fg9v,000757468,NGUYEN INC.,07/01/2001,N,NGUYEN INC,NGUYEN,2001-07-01,False
232286,00526k,042700618,"NG FAMILY BENEVOLENT ASSOCIATION OF BOSTON,INC.",07/17/1979,Y,NG FAMILY BENEVOLENT ASSOCIATION OF BOSTON INC,NG FAMILY BENEVOLENT OF BOSTON,1979-07-17,False
1198108,00mi3t,001127193,NEXT MILLENNIUM COMPANY LLC,01/30/2014,N,NEXT MILLENNIUM COMPANY LLC,NEXT MILLENNIUM,2014-01-30,False
51771,00duiq,042815551,"NEWTON PLACE ASSOCIATES I, LLC",09/20/1996,Y,NEWTON PLACE ASSOCIATION I LLC,NEWTON PLACE I,1996-09-20,False
1038207,00l444,001082966,NEWR LLC,07/05/2012,N,NEWR LLC,NEWR,2012-07-05,False
729480,00n1c0,001143690,"NEWMAN ASSOCIATES, LLC",08/06/2014,Y,NEWMAN ASSOCIATION LLC,NEWMAN,2014-08-06,False
35959,00fo3x,043568823,THE NEWMAN REAL ESTATE INVESTMENT LIMITED PARTNERSHIP,06/13/2001,Y,NEWMAN REAL ESTATE INVESTMENTS LIMITED,NEWMAN,2001-06-13,False
1093474,00lk5n,001097614,NEWFIELD STREET LLC,01/16/2013,N,NEWFIELD ST LLC,NEWFIELD ST,2013-01-16,False
1059003,00h0i1,000975959,NEWELL COMMERCIAL REALTY LLC,04/17/2008,Y,NEWELL COMMERCIAL REALTY LLC,NEWELL COMMERCIAL,2008-04-17,False
29137,00eghg,L86302001,NEWCASTLE ASSOCIATES,08/27/1973,Y,NEWCASTLE ASSOCIATION,NEWCASTLE,1973-08-27,False
692109,00lhde,001094986,NEWBURY SUTAR LLC,12/19/2012,Y,NEWBURY SUTAR LLC,NEWBURY SUTAR,2012-12-19,False
1023792,00kzql,001078972,NEWBURY & FENWAY 165 LLC,05/10/2012,N,NEWBURY AND FENWAY 165 LLC,NEWBURY AND FENWAY 165,2012-05-10,False
1098787,00ao25,001054742,"NEWBURY 215 REALTY, LLC",06/08/2011,Y,NEWBURY 215 REALTY LLC,NEWBURY 215,2011-06-08,False
997894,00am3q,364615572,NEWBURY 123 INVESTMENT LLC,08/06/2007,N,NEWBURY 123 INVESTMENTS LLC,NEWBURY 123,2007-08-06,False
53360,00dyb2,043388452,NEWARCH LLC,07/17/1997,Y,NEWARCH LLC,NEWARCH,1997-07-17,False
446258,0056rb,043134456,NEW SPRING DEVELOPMENT CORP.,07/17/1991,Y,NEW SPRING DEVELOPMENT CORPORATION,NEW SPRING,1991-07-17,False
16949,00etma,L95520804,NEW PORT ANTONIO LIMITED PARTNERSHIP,12/19/1995,Y,NEW PORT ANTONIO LIMITED,NEW PORT ANTONIO,1995-12-19,False
37360,00e62q,L00690216,NEW MASS PIKE TOWERS LIMITED PARTNERSHIP,01/20/2000,Y,NEW MASSACHUSETTS PIKE TOWERS LIMITED,NEW MASSACHUSETTS PIKE TOWERS,2000-01-20,False
1006673,006k0b,000985961,NEW LITHGOW RESIDENTIAL LLC,09/11/2008,Y,NEW LITHGOW RESIDENTIAL LLC,NEW LITHGOW,2008-09-11,False
1161375,0012mr,273155827,"NEW HOMES AT HOMES AVENUE, LLC",08/04/2010,Y,NEW HOMES AT HOMES AVE LLC,NEW HOMES AT HOMES AVE,2010-08-04,False
1234088,00pl1k,001256464,"NEW GRANT, LLC",01/17/2017,N,NEW GRANT LLC,NEW GRANT,2017-01-17,False
890018,00h2f4,001008632,NEW FRANKLIN PARK LIMITED PARTNERSHIP,07/22/2009,Y,NEW FRANKLIN PARK LIMITED,NEW FRANKLIN PARK,2009-07-22,False
663003,0030qw,161635574,"NEW FIELD REALTY, LLC",10/30/2002,Y,NEW FIELD REALTY LLC,NEW FIELD,2002-10-30,False
75835,000bu4,581597530,"NEW ENGLAND MEDICAL, INC.",01/08/1985,N,NEW ENGLAND MEDICAL INC,NEW ENGLAND MEDICAL,1985-01-08,False
28670,00egd9,L86302043,NEW CASTLE LIMITED PARTNERSHIP,01-02-1979,Y,NEW CASTLE LIMITED,NEW CASTLE,1979-01-02,False
568933,00iurx,043206095,"NEW BRAZILIAN STORE, INC.",09/23/1993,Y,NEW BRAZILIAN STORE INC,NEW BRAZILIAN STORE,1993-09-23,False
685028,00ehnf,262824797,NEW BOSTON BUILDERS LLC,06/18/2008,Y,NEW BOSTON BUILDERS LLC,NEW BOSTON BUILDERS,2008-06-18,False
663868,00d1po,000829094,NEW BOBSON REALTY LLC,11/13/2002,Y,NEW BOBSON REALTY LLC,NEW BOBSON,2002-11-13,False
477600,005qxz,042924068,NEW BEGINNINGS ACADEMY INCORPORATED,06/23/1986,Y,NEW BEGINNINGS ACADEMY INC,NEW BEGINNINGS ACADEMY,1986-06-23,False
812755,00r32p,001317682,NEW BEGINNINGS LLC,03/15/2018,Y,NEW BEGINNINGS LLC,NEW BEGINNINGS,2018-03-15,False
711976,00bubz,000880658,NEW ACADEMY ESTATES LLC,11/12/2004,Y,NEW ACADEMY ESTATES LLC,NEW ACADEMY ESTATES,2004-11-12,False
809241,005fmj,000990284,"NESBITT INN, LLC",11/18/2008,Y,NESBITT INN LLC,NESBITT INN,2008-11-18,False
1044735,00fxfb,274654924,NEPONSET INVESTMENTS LLC,01-30-2011,Y,NEPONSET INVESTMENTS LLC,NEPONSET,2011-01-30,False
928818,00boeo,200489341,NEOKAISARIA LLC,12/09/2003,Y,NEOKAISARIA LLC,NEOKAISARIA,2003-12-09,False
1048431,00lv3w,001107218,"NEMROW MASSACHUSETTS, LLC",05/15/2013,N,NEMROW MASSACHUSETTS LLC,NEMROW MASSACHUSETTS,2013-05-15,False
771820,00hwm0,000918746,NEMO ANDREW LLC,03/09/2006,Y,NEMO ANDREW LLC,NEMO ANDREW,2006-03-09,False
72048,00by4o,000105122,NEIGHBORHOOD DEVELOPMENT CORPORATION THE,10/02/1981,N,NEIGHBORHOOD DEVELOPMENT CORPORATION,NEIGHBORHOOD,1981-10-02,False
1246481,00nape,001151853,NE 417 LLC,11/12/2014,N,NE 417 LLC,NE 417,2014-11-12,False
16038,00eq07,L96550133,NCS INDEPENDENT LIVING LIMITED PARTNERSHIP,09/24/1996,Y,NCS INDEPENDENT LIVING LIMITED,NCS INDEPENDENT LIVING,1996-09-24,False
1046065,00tl2m,001410479,"NC VENTURES, LLC",11/07/2019,Y,NC VENTURE LLC,NC,2019-11-07,False
36313,00fkbf,L01751961,NAZING LIMITED PARTNERSHIP,05/02/2001,Y,NAZING LIMITED,NAZING,2001-05-02,False
750649,00hsk3,203458693,NAVY YARD FOUR ASSOCIATES LLC,09/02/2005,N,NAVY YARD 4 ASSOCIATION LLC,NAVY YARD 4,2005-09-02,False
345506,008rrb,000632506,NATIONWIDE CORPORATION,10/08/1998,N,NATIONWIDE CORPORATION,NATIONWIDE,1998-10-08,False
58946,00fdsx,752921540,NATIONSTAR MORTGAGE LLC,03/30/2001,Y,NATIONSTAR MORTGAGE LLC,NATIONSTAR,2001-03-30,False
644004,00jezl,223577330,"NATIONAL SENIOR ASSOCIATES COMPANY , L.L.C.",Dec 26 2001 ,N,NATIONAL SENIOR ASSOCIATION COMPANY LLC,NATIONAL SENIOR,2001-12-26,False
145458,00205w,043300758,NATE SMITH HOUSING CORPORATION,11/03/1995,Y,NATE SMITH HOUSING CORPORATION,NATE SMITH HOUSING,1995-11-03,False
1277045,00l772,001085792,"NORTH WASHINGTON STREET PROPERTIES, LLC",08/15/2012,Y,N WASHINGTON ST PROPERTIES LLC,N WASHINGTON ST,2012-08-15,False
16939,00etl7,L95520546,NORTHWEST CLEAVES LIMITED PARTNERSHIP ,12/15/1995,N,N W CLEAVES LIMITED,N W CLEAVES,1995-12-15,False
960392,00o859,001192937,"NORTHERN LIGHTS GROUP, LLC",10/09/2015,Y,N ERN LIGHTS GROUP LLC,N ERN LIGHTS,2015-10-09,False
1271736,00m8ld,001118852,NORTHERN LIGHTS MANAGEMENT LLC,10/17/2013,Y,N ERN LIGHTS MANAGEMENT LLC,N ERN LIGHTS,2013-10-17,False
92187,000fxi,041679980,NORTHEASTERN UNIVERSITY,03/30/1916,Y,N E ERN UNIVERSITY,N E ERN UNIVERSITY,1916-03-30,False
17513,00eoxu,L95503509,NORTH BEACON 140 LIMITED PARTNERSHIP,06/08/1995,Y,N BEACON 140 LIMITED,N BEACON 140,1995-06-08,False
661555,00j44p,810574301,"N & P ASSOCIATES, LLC",10/08/2002,Y,N AND P ASSOCIATION LLC,N AND P,2002-10-08,False
717727,003urz,013601489,"NORTHAM PARK, LLC",12/24/2004,N,N AM PARK LLC,N AM PARK,2004-12-24,False
824755,009tkt,451256302,NORTH ALLSTON REALTY LLC,03/30/2011,Y,N ALLSTON REALTY LLC,N ALLSTON,2011-03-30,False
29104,00efej,L86300086,NOR-AL HOUSING ASSOCIATES LIMITED PARTNERSHIP,07/09/1971,Y,N AL HOUSING ASSOCIATION LIMITED,N AL HOUSING,1971-07-09,False
1238895,00m7wo,001118238,"MZ REALTY LAND TRUST, LLC",10/09/2013,Y,MZ REALTY LAND TRUST LLC,MZ LAND,2013-10-09,False
758537,00mea2,464356322,MZ LLC,12/20/2013,Y,MZ LLC,MZ,2013-12-20,False
797724,00jpe0,000931204,MYRTLE GARDENS LLC,08/16/2006,N,MYRTLE GARDEN LLC,MYRTLE GARDEN,2006-08-16,False
1235931,00mirw,001127739,MYRTLE BOWERS LLC,02/06/2014,Y,MYRTLE BOWERS LLC,MYRTLE BOWERS,2014-02-06,False
707047,00ifk0,201677872,"MYERS  REAL ESTATE HOLDING CO., LLC",10/01/2004,Y,MYERS REAL ESTATE HOLDINGS COMPANY LLC,MYERS,2004-10-01,False
815437,007b49,270843803,"MYBEN DEVELOPMENT, LLC",09/01/2009,Y,MYBEN DEVELOPMENT LLC,MYBEN,2009-09-01,False
638301,003e1k,001035146,"MY2KIDS, LLC",08/26/2010,Y,MY2KIDS LLC,MY2KIDS,2010-08-26,False
1263504,00md36,001122723,MVC WESTERN AVE LLC,12/09/2013,Y,MVC W ERN AVE LLC,MVC W ERN AVE,2013-12-09,False
1263502,00md33,001122720,MVC 489 EB LLC,12/09/2013,Y,MVC 489 EB LLC,MVC 489 EB,2013-12-09,False
1093046,00mm3b,001130577,MVC 40B LLC,03/12/2014,Y,MVC 40B LLC,MVC 40B,2014-03-12,False
788445,00mjxg,001128750,MVC 176 COMM LLC,02/19/2014,Y,MVC 176 COMMONWEALTH LLC,MVC 176 COMMONWEALTH,2014-02-19,False
132971,001p0t,046145647,"MUTAW CORPORATION, THE",08/13/1948,Y,MUTAW CORPORATION,MUTAW,1948-08-13,False
1183467,00kiz6,453684178,"MUSHROOM INVESTMENTS, LLC",10/27/2011,Y,MUSHROOM INVESTMENTS LLC,MUSHROOM,2011-10-27,False
817067,00eiix,000938960,"MUSEUM PROPERTIES II, LLC",12/07/2006,Y,MUSEUM PROPERTIES II LLC,MUSEUM II,2006-12-07,False
467920,004qeb,000467536,"MUSEUM PROPERTIES, INC.",06/09/1994,Y,MUSEUM PROPERTIES INC,MUSEUM,1994-06-09,False
1023797,00kzr4,001078982,MURRIN FAMILY LLC,05/11/2012,Y,MURRIN FAMILY LLC,MURRIN FAMILY,2012-05-11,False
1145781,00ltaq,001105660,"MULBERRY RESIDENTIAL, LLC",04/25/2013,N,MULBERRY RESIDENTIAL LLC,MULBERRY,2013-04-25,False
1197430,00nnoi,001166364,"MUIRFIELD, LLC",03-25-2015,Y,MUIRFIELD LLC,MUIRFIELD,2015-03-25,False
696051,00m0lz,001112069,"MT. IDA PASTURES, LLC",07/18/2013,Y,MT IDA PASTURES LLC,MT IDA PASTURES,2013-07-18,False
58347,00e57n,043410680,MT. HOOD ASSOCIATES LLC,12/11/1997,Y,MT HOOD ASSOCIATION LLC,MT HOOD,1997-12-11,False
1214431,00l6ci,460770416,"MS SEAPORT BLOCK F, L.L.C.",08-03-2012,N,MS SEAPORT BLOCK FLLC,MS SEAPORT BLOCK F,2012-08-03,False
890427,00gyi5,001022176,"MS LAND TRUST, LLC",02/17/2010,Y,MS LAND TRUST LLC,MS LAND,2010-02-17,False
799473,004d3w,205423921,"MS BOSTON SEAPORT, L.L.C.",08/28/2006,N,MS BOSTON SEAPORT LLC,MS BOSTON SEAPORT,2006-08-28,False
1077365,0051dg,272096052,"MRJ MANAGEMENT, LLC",03/10/2010,Y,MRJ MANAGEMENT LLC,MRJ,2010-03-10,False
50703,00dt2y,043583640,"MRE, LLC",02/22/2001,Y,MRE LLC,MRE,2001-02-22,False
1258379,00fy42,273273558,"MPN PROPERTIES, LLC",08/24/2010,Y,MPN PROPERTIES LLC,MPN,2010-08-24,False
